ApplNo,Form,DrugName,ActiveIngredient,ApplType,SponsorName,ApplicationDocsURL
209500,CAPSULE;ORAL,CAPLYTA,LUMATEPERONE TOSYLATE,NDA,INTRA-CELLULAR,http://www.accessdata.fda.gov/drugsatfda_docs/label/2022/209500s009lbl.pdf
209501,"TABLET, EXTENDED RELEASE;ORAL",LYRICA CR,PREGABALIN,NDA,UPJOHN,http://www.accessdata.fda.gov/drugsatfda_docs/label/2020/209501s003lbl.pdf
209506,GEL;TOPICAL,DAPSONE,DAPSONE,ANDA,TARO,http://www.accessdata.fda.gov/drugsatfda_docs/label/2017/209506Orig1s000lbl.pdf
209510,SOLUTION;INTRAVENOUS,BARHEMSYS,AMISULPRIDE,NDA,ACACIA,http://www.accessdata.fda.gov/drugsatfda_docs/label/2022/209510s005lbl.pdf
209511,IMPLANT;IMPLANTATION,XARACOLL,BUPIVACAINE HYDROCHLORIDE,NDA,INNOCOLL PHARMS,http://www.accessdata.fda.gov/drugsatfda_docs/label/2020/209511s000lbl.pdf
209512,POWDER;ORAL,NORVIR,RITONAVIR,NDA,ABBVIE INC,"http://www.accessdata.fda.gov/drugsatfda_docs/label/2022/022417Orig1s025,020659Orig1s073,209512Orig1s008lbl.pdf"
209521,TABLET;ORAL,SEYSARA,SARECYCLINE HYDROCHLORIDE,NDA,ALMIRALL,http://www.accessdata.fda.gov/drugsatfda_docs/label/2020/209521s007lbl.pdf
209529,SUSPENSION;ORAL,VESICARE LS,SOLIFENACIN SUCCINATE,NDA,ASTELLAS,http://www.accessdata.fda.gov/drugsatfda_docs/label/2020/209529s000lbl.pdf
209531,SOLUTION;INTRATHECAL,SPINRAZA,NUSINERSEN SODIUM,NDA,BIOGEN IDEC,http://www.accessdata.fda.gov/drugsatfda_docs/label/2020/209531s010lbl.pdf
209550,TABLET;ORAL,TENOFOVIR DISOPROXIL FUMARATE,TENOFOVIR DISOPROXIL FUMARATE,ANDA,CASI PHARMS INC,http://www.accessdata.fda.gov/drugsatfda_docs/label/2018/209550lbl.pdf
209566,SOLUTION;INTRAMUSCULAR,SEIZALAM,MIDAZOLAM HYDROCHLORIDE,NDA,MMT,http://www.accessdata.fda.gov/drugsatfda_docs/label/2023/209566s003lbl.pdf
209569,SOLUTION;OPHTHALMIC,TISSUEBLUE,BRILLIANT BLUE G,NDA,DUTCH OPHTHALMIC,http://www.accessdata.fda.gov/drugsatfda_docs/label/2022/209569Orig1s004lbl.pdf
209570,TABLET;ORAL,BENZNIDAZOLE,BENZNIDAZOLE,NDA,CHEMO RESEARCH SL,http://www.accessdata.fda.gov/drugsatfda_docs/label/2021/209570s002lbl.pdf
209575,SOLUTION;NASAL,NUMBRINO,COCAINE HYDROCHLORIDE,NDA,CODY LABS INC,http://www.accessdata.fda.gov/drugsatfda_docs/label/2020/209575s000lbl.pdf
209589,SOLUTION;ORAL,CLENPIQ,CITRIC ACID; MAGNESIUM OXIDE; SODIUM PICOSULFATE,NDA,FERRING PHARMS INC,http://www.accessdata.fda.gov/drugsatfda_docs/label/2022/209589s014lbl.pdf
209592,INJECTABLE;INTRATHECAL,BACLOFEN,BACLOFEN,ANDA,MYLAN LABS LTD,http://www.accessdata.fda.gov/drugsatfda_docs/label/2018/209592Orig1s000lbl.pdf
209604,SOLUTION;INTRAVENOUS,GEMCITABINE HYDROCHLORIDE,GEMCITABINE HYDROCHLORIDE,NDA,ACCORD HLTHCARE,http://www.accessdata.fda.gov/drugsatfda_docs/label/2019/209604s004lbl.pdf
209606,TABLET;ORAL,IDHIFA,ENASIDENIB MESYLATE,NDA,BRISTOL MYERS SQUIBB,http://www.accessdata.fda.gov/drugsatfda_docs/label/2020/209606s004lbl.pdf
209607,SOLUTION;INTRAVENOUS,AZEDRA,IOBENGUANE I-131,NDA,PROGENICS PHARMS INC,https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/209607s000lbl.pdf
209627,RING;VAGINAL,ANNOVERA,ETHINYL ESTRADIOL; SEGESTERONE ACETATE,NDA,THERAPEUTICSMD INC,http://www.accessdata.fda.gov/drugsatfda_docs/label/2022/209627s003lbl.pdf
209637,SOLUTION;SUBCUTANEOUS,OZEMPIC,SEMAGLUTIDE,NDA,NOVO,http://www.accessdata.fda.gov/drugsatfda_docs/label/2022/209637s012lbl.pdf
209661,"TABLET, EXTENDED RELEASE;ORAL",BONJESTA,DOXYLAMINE SUCCINATE; PYRIDOXINE HYDROCHLORIDE,NDA,DUCHESNAY,http://www.accessdata.fda.gov/drugsatfda_docs/label/2022/209661s008lbl.pdf
209776,POWDER;INTRAVENOUS,VABOMERE,MEROPENEM; VABORBACTAM,NDA,REMPEX,http://www.accessdata.fda.gov/drugsatfda_docs/label/2020/209776s003lbl.pdf
209777,TABLET;ORAL,ROXYBOND,OXYCODONE HYDROCHLORIDE,NDA,PROTEGA PHARMS,https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/209777s007lbl.pdf
209803,TABLET;ORAL,STEGLATRO,ERTUGLIFLOZIN,NDA,MSD SUB MERCK,http://www.accessdata.fda.gov/drugsatfda_docs/label/2022/209803s006lbl.pdf
209805,TABLET;ORAL,STEGLUJAN,ERTUGLIFLOZIN; SITAGLIPTIN PHOSPHATE,NDA,MSD SUB MERCK,http://www.accessdata.fda.gov/drugsatfda_docs/label/2022/209805s012lbl.pdf
209806,TABLET;ORAL,SEGLUROMET,ERTUGLIFLOZIN; METFORMIN HYDROCHLORIDE,NDA,MSD SUB MERCK,http://www.accessdata.fda.gov/drugsatfda_docs/label/2022/209806s009lbl.pdf
209816,TABLET;ORAL,NUZYRA,OMADACYCLINE TOSYLATE,NDA,PARATEK PHARMS INC,"http://www.accessdata.fda.gov/drugsatfda_docs/label/2021/209816s011,209817s010lbl.pdf"
209817,POWDER;INTRAVENOUS,NUZYRA,OMADACYCLINE TOSYLATE,NDA,PARATEK PHARMS INC,"http://www.accessdata.fda.gov/drugsatfda_docs/label/2021/209816s011,209817s010lbl.pdf"
209819,"SOLUTION, EXTENDED RELEASE;SUBCUTANEOUS",SUBLOCADE,BUPRENORPHINE,NDA,INDIVIOR INC,http://www.accessdata.fda.gov/drugsatfda_docs/label/2022/209819s010lbl.pdf
209830,"SUSPENSION, EXTENDED RELEASE;INTRAMUSCULAR",ARISTADA INITIO KIT,ARIPIPRAZOLE LAUROXIL,NDA,ALKERMES INC,"http://www.accessdata.fda.gov/drugsatfda_docs/label/2020/207533s017,209830s005lbl.pdf"
209863,SOLUTION;SUBCUTANEOUS,XYOSTED (AUTOINJECTOR),TESTOSTERONE ENANTHATE,NDA,ANTARES PHARMA INC,http://www.accessdata.fda.gov/drugsatfda_docs/label/2019/209863s002lbl.pdf
209884,TABLET;ORAL,MAYZENT,SIPONIMOD FUMARIC ACID,NDA,NOVARTIS,http://www.accessdata.fda.gov/drugsatfda_docs/label/2022/209884Orig1s011lbl.pdf
209885,TABLET;ORAL,AUSTEDO,DEUTETRABENAZINE,NDA,TEVA BRANDED PHARM,http://www.accessdata.fda.gov/drugsatfda_docs/label/2017/209885lbl.pdf
209899,CAPSULE;ORAL,ZEPOSIA,OZANIMOD HYDROCHLORIDE,NDA,CELGENE INTL,http://www.accessdata.fda.gov/drugsatfda_docs/label/2022/209899s005lbl.pdf
209905,"TABLET, ORALLY DISINTEGRATING;ORAL",EVEKEO ODT,AMPHETAMINE SULFATE,NDA,AZURITY,http://www.accessdata.fda.gov/drugsatfda_docs/label/2022/209905s003lbl.pdf
209935,TABLET;ORAL,KISQALI FEMARA CO-PACK (COPACKAGED),LETROZOLE; RIBOCICLIB SUCCINATE,NDA,NOVARTIS,"http://www.accessdata.fda.gov/drugsatfda_docs/label/2022/209092s013,209935s021lbl.pdf"
209936,POWDER;INTRAVENOUS,ALIQOPA,COPANLISIB DIHYDROCHLORIDE,NDA,BAYER HEALTHCARE,http://www.accessdata.fda.gov/drugsatfda_docs/label/2022/209936s010lbl.pdf
209939,TABLET;ORAL,PREVYMIS,LETERMOVIR,NDA,MERCK SHARP DOHME,"http://www.accessdata.fda.gov/drugsatfda_docs/label/2020/209939s008,209940s006lbl.pdf"
209940,SOLUTION;INTRAVENOUS,PREVYMIS,LETERMOVIR,NDA,MERCK SHARP DOHME,"http://www.accessdata.fda.gov/drugsatfda_docs/label/2020/209939s008,209940s006lbl.pdf"
209949,POWDER;INTRAVENOUS,DAPTOMYCIN,DAPTOMYCIN,NDA,XELLIA PHARMS APS,http://www.accessdata.fda.gov/drugsatfda_docs/label/2021/209949s006s007lbl.pdf
209963,SOLUTION;NASAL,GOPRELTO,COCAINE HYDROCHLORIDE,NDA,GENUS LIFESCIENCES,http://www.accessdata.fda.gov/drugsatfda_docs/label/2022/209963s004lbl.pdf
209964,SOLUTION;ORAL,CORLANOR,IVABRADINE,NDA,AMGEN INC,"https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/206143s008,209964s002lblrpl.pdf"
209988,SOLUTION;SUBCUTANEOUS,FUROSCIX,FUROSEMIDE,NDA,SCPHARMACEUTICALS,http://www.accessdata.fda.gov/drugsatfda_docs/label/2022/209988Orig1s000Correctedlbl.pdf
210063,SOLUTION;INTRAMUSCULAR,FULVESTRANT,FULVESTRANT,NDA,TEVA PHARMS USA INC,http://www.accessdata.fda.gov/drugsatfda_docs/label/2021/210063s003lbl.pdf
210064,POWDER;INTRAVENOUS,FOSAPREPITANT DIMEGLUMINE,FOSAPREPITANT DIMEGLUMINE,NDA,TEVA PHARMS USA,http://www.accessdata.fda.gov/drugsatfda_docs/label/2019/210064s000lbl.pdf
210089,INJECTABLE;INJECTION,PULMOTECH MAA,TECHNETIUM TC99M ALBUMIN AGGREGATED,BLA,CIS BIO INTL,http://www.accessdata.fda.gov/drugsatfda_docs/label/2020/210089s000lbl.pdf
210115,FOR SUSPENSION;ORAL,PROGRAF,TACROLIMUS,NDA,ASTELLAS,http://www.accessdata.fda.gov/drugsatfda_docs/label/2022/210115s006lbl.pdf
210132,CAPSULE;ORAL,BIJUVA,ESTRADIOL; PROGESTERONE,NDA,MAYNE PHARMA,https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/210132s006lbl.pdf
210134,POWDER;NASAL,BAQSIMI,GLUCAGON,NDA,ELI LILLY AND CO,http://www.accessdata.fda.gov/drugsatfda_docs/label/2020/210134s002lbl.pdf
210166,TABLET;ORAL,MOTEGRITY,PRUCALOPRIDE SUCCINATE,NDA,TAKEDA PHARMS USA,http://www.accessdata.fda.gov/drugsatfda_docs/label/2020/210166s002lbl.pdf
210192,TABLET;ORAL,JULUCA,DOLUTEGRAVIR SODIUM; RILPIVIRINE HYDROCHLORIDE,NDA,VIIV HLTHCARE,http://www.accessdata.fda.gov/drugsatfda_docs/label/2022/210192s013lbl.pdf
210238,TABLET;ORAL,DOPTELET,AVATROMBOPAG MALEATE,NDA,AKARX INC,http://www.accessdata.fda.gov/drugsatfda_docs/label/2021/210238s006lbl.pdf
210251,TABLET;ORAL,BIKTARVY,BICTEGRAVIR SODIUM; EMTRICITABINE; TENOFOVIR ALAFENAMIDE FUMARATE,NDA,GILEAD SCIENCES INC,http://www.accessdata.fda.gov/drugsatfda_docs/label/2022/210251s015lbl.pdf
210259,CAPSULE;ORAL,CALQUENCE,ACALABRUTINIB,NDA,ASTRAZENECA,http://www.accessdata.fda.gov/drugsatfda_docs/label/2022/210259s009lbl.pdf
210274,INJECTABLE;INJECTION,VANCOMYCIN HYDROCHLORIDE,VANCOMYCIN HYDROCHLORIDE,NDA,ZHEJAING NOVUS PHARMACEUTICALS CO. LTD,http://www.accessdata.fda.gov/drugsatfda_docs/label/2023/210274s000lbl.pdf
210282,POWDER;INTRAVENOUS,DAPTOMYCIN,DAPTOMYCIN,NDA,HOSPIRA,http://www.accessdata.fda.gov/drugsatfda_docs/label/2022/210282s001lbl.pdf
210296,"CAPSULE, DELAYED RELEASE;ORAL",BAFIERTAM,MONOMETHYL FUMARATE,NDA,BANNER LIFE SCIENCES,http://www.accessdata.fda.gov/drugsatfda_docs/label/2023/210296s004lbl.pdf
210303,SOLUTION;INTRAVENOUS,ZEMDRI,PLAZOMICIN SULFATE,NDA,CIPLA USA,http://www.accessdata.fda.gov/drugsatfda_docs/label/2018/210303Orig1s000lbl.pdf
210308,TABLET;ORAL,YONSA,ABIRATERONE ACETATE,NDA,SUN PHARM,http://www.accessdata.fda.gov/drugsatfda_docs/label/2022/210308s003lbl.pdf
210326,SOLUTION;INTRAMUSCULAR,FULVESTRANT,FULVESTRANT,NDA,FRESENIUS KABI USA,http://www.accessdata.fda.gov/drugsatfda_docs/label/2021/210326s001s002lbl.pdf
210361,CLOTH;TOPICAL,QBREXZA,GLYCOPYRRONIUM TOSYLATE,NDA,JOURNEY,http://www.accessdata.fda.gov/drugsatfda_docs/label/2022/210361Orig1s005lbl.pdf
210365,SOLUTION;ORAL,EPIDIOLEX,CANNABIDIOL,NDA,GW RES LTD,http://www.accessdata.fda.gov/drugsatfda_docs/label/2022/210365s015lbl.pdf
210428,"CAPSULE, EXTENDED RELEASE;ORAL",KAPSPARGO SPRINKLE,METOPROLOL SUCCINATE,NDA,SPIL,http://www.accessdata.fda.gov/drugsatfda_docs/label/2018/210428s001lbl.pdf
210441,TABLET;ORAL,HYDROXYCHLOROQUINE SULFATE,HYDROXYCHLOROQUINE SULFATE,ANDA,APPCO,http://www.accessdata.fda.gov/drugsatfda_docs/label/2018/210441Orig1s000lbl.pdf
210450,TABLET;ORAL,ORILISSA,ELAGOLIX SODIUM,NDA,ABBVIE INC,http://www.accessdata.fda.gov/drugsatfda_docs/label/2021/210450s004s005s006lbl.pdf
210455,TABLET;ORAL,SYMTUZA,COBICISTAT; DARUNAVIR; EMTRICITABINE; TENOFOVIR ALAFENAMIDE FUMARATE,NDA,JANSSEN PRODS,http://www.accessdata.fda.gov/drugsatfda_docs/label/2022/210455s022lbl.pdf
210491,TABLET;ORAL,SYMDEKO (COPACKAGED),"IVACAFTOR; IVACAFTOR, TEZACAFTOR",NDA,VERTEX PHARMS INC,http://www.accessdata.fda.gov/drugsatfda_docs/label/2020/210491s007lbl.pdf
210493,POWDER;INTRAVENOUS,AKYNZEO,FOSNETUPITANT CHLORIDE HYDROCHLORIDE; PALONOSETRON HYDROCHLORIDE,NDA,HELSINN HLTHCARE,http://www.accessdata.fda.gov/drugsatfda_docs/label/2021/210493s004lbl.pdf
210496,CAPSULE;ORAL,BRAFTOVI,ENCORAFENIB,NDA,ARRAY BIOPHARMA INC,http://www.accessdata.fda.gov/drugsatfda_docs/label/2022/210496s013lbl.pdf
210498,TABLET;ORAL,MEKTOVI,BINIMETINIB,NDA,ARRAY BIOPHARMA INC,https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/210498lbl.pdf
210526,"TABLET, EXTENDED RELEASE;ORAL",DYANAVEL XR 5,AMPHETAMINE; AMPHETAMINE ASPARTATE/DEXTROAMPHETAMINE SULFATE,NDA,TRIS PHARMA INC,"http://www.accessdata.fda.gov/drugsatfda_docs/label/2022/208147Orig1s012,210526Orig1s001lbl.pdf"
210543,TABLET;ORAL,HYDROXYCHLOROQUINE SULFATE,HYDROXYCHLOROQUINE SULFATE,ANDA,LUPIN LTD,http://www.accessdata.fda.gov/drugsatfda_docs/label/2018/210543Orig1s000lbl.pdf
210557,SOLUTION;SUBCUTANEOUS,VYLEESI (AUTOINJECTOR),BREMELANOTIDE ACETATE,NDA,PALATIN TECHNOLOGIES,http://www.accessdata.fda.gov/drugsatfda_docs/label/2020/210557s002lbl.pdf
210563,TABLET;ORAL,IMBRUVICA,IBRUTINIB,NDA,PHARMACYCLICS INC,"http://www.accessdata.fda.gov/drugsatfda_docs/label/2022/205552s036,210563s012lbl.pdf"
210565,SUSPENSION/DROPS;OPHTHALMIC,INVELTYS,LOTEPREDNOL ETABONATE,NDA,ALCON LABS INC,http://www.accessdata.fda.gov/drugsatfda_docs/label/2020/210565s003lbl.pdf
210566,"AEROSOL, FOAM;TOPICAL",LEXETTE,HALOBETASOL PROPIONATE,NDA,MAYNE PHARMA,http://www.accessdata.fda.gov/drugsatfda_docs/label/2022/210566Orig1s005lbl.pdf
210589,EMULSION;INTRAVENOUS,OMEGAVEN,FISH OIL TRIGLYCERIDES,NDA,FRESENIUS KABI USA,http://www.accessdata.fda.gov/drugsatfda_docs/label/2020/210589s001lbl.pdf
210595,"POWDER, METERED;INHALATION",DUAKLIR PRESSAIR,ACLIDINIUM BROMIDE; FORMOTEROL FUMARATE,NDA,COVIS,http://www.accessdata.fda.gov/drugsatfda_docs/label/2019/210595lbl.pdf
210598,SOLUTION;INHALATION,YUPELRI,REVEFENACIN,NDA,MYLAN IRELAND LTD,http://www.accessdata.fda.gov/drugsatfda_docs/label/2022/210598s003lbl.pdf
210605,INJECTABLE;INJECTION,SEMGLEE,INSULIN GLARGINE,BLA,MYLAN PHARMS INC,http://www.accessdata.fda.gov/drugsatfda_docs/label/2020/210605s000lbl.pdf
210607,TABLET;ORAL,ARAKODA,TAFENOQUINE SUCCINATE,NDA,60 DEGREES PHARMS,http://www.accessdata.fda.gov/drugsatfda_docs/label/2018/210607lbl.pdf
210632,SOLUTION;INTRAVENOUS,LEVOTHYROXINE SODIUM,LEVOTHYROXINE SODIUM,NDA,FRESENIUS KABI USA,http://www.accessdata.fda.gov/drugsatfda_docs/label/2019/210632s000lbl.pdf
210655,"FOR SUSPENSION, EXTENDED RELEASE;SUBCUTANEOUS",PERSERIS KIT,RISPERIDONE,NDA,INDIVIOR INC,http://www.accessdata.fda.gov/drugsatfda_docs/label/2022/210655s010lbl.pdf
210656,TABLET;ORAL,DAURISMO,GLASDEGIB MALEATE,NDA,PFIZER,http://www.accessdata.fda.gov/drugsatfda_docs/label/2020/210656s002s004lbl.pdf
210660,SOLUTION;INTRAVENOUS,ELCYS,CYSTEINE HYDROCHLORIDE,NDA,EXELA PHARMA,http://www.accessdata.fda.gov/drugsatfda_docs/label/2019/210660lbl.pdf
210730,SOLUTION;INTRAVENOUS,OLINVYK,OLICERIDINE,NDA,TREVENA,http://www.accessdata.fda.gov/drugsatfda_docs/label/2021/210730s001lbl.pdf
210737,SOLUTION;SUBCUTANEOUS,REDITREX,METHOTREXATE,NDA,NORDIC GRP,http://www.accessdata.fda.gov/drugsatfda_docs/label/2019/210737s000lbl.pdf
210793,CAPSULE;ORAL,NUPLAZID,PIMAVANSERIN TARTRATE,NDA,ACADIA PHARMS INC,"http://www.accessdata.fda.gov/drugsatfda_docs/label/2020/207318s010,210793s007lbl.pdf"
210795,TABLET;ORAL,KRINTAFEL,TAFENOQUINE SUCCINATE,NDA,GLAXOSMITHKLINE,http://www.accessdata.fda.gov/drugsatfda_docs/label/2020/210795s001lbl.pdf
210797,IMPLANT;SUBCUTANEOUS,SCENESSE,AFAMELANOTIDE,NDA,CLIVUNEL INC,http://www.accessdata.fda.gov/drugsatfda_docs/label/2019/210797s000lbl.pdf
210806,TABLET;ORAL,PIFELTRO,DORAVIRINE,NDA,MSD MERCK CO,http://www.accessdata.fda.gov/drugsatfda_docs/label/2022/210806s007lbl.pdf
210807,TABLET;ORAL,DELSTRIGO,DORAVIRINE; LAMIVUDINE; TENOFOVIR DISOPROXIL FUMARATE,NDA,MSD MERCK CO,http://www.accessdata.fda.gov/drugsatfda_docs/label/2022/210807s008lbl.pdf
210821,SOLUTION;OPHTHALMIC,TETRACAINE HYDROCHLORIDE,TETRACAINE HYDROCHLORIDE,NDA,BAUSCH LOMB IRELAND,http://www.accessdata.fda.gov/drugsatfda_docs/label/2022/210821s005lbl.pdf
210828,SOLUTION;INTRAVENOUS,GALLIUM GA 68 DOTATOC,GALLIUM GA-68 DOTATOC,NDA,UIHC PET IMAGING,http://www.accessdata.fda.gov/drugsatfda_docs/label/2021/210828s002lbl.pdf
210833,FILM;ORAL,SYMPAZAN,CLOBAZAM,NDA,OTTER PHARMS,http://www.accessdata.fda.gov/drugsatfda_docs/label/2023/210833s004lbl.pdf
210850,POWDER;INTRAVENOUS,SINCALIDE,SINCALIDE,NDA,MAIA PHARMS INC,https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/210850s000lbl.pdf
210854,TABLET;ORAL,XOFLUZA,BALOXAVIR MARBOXIL,NDA,GENENTECH INC,http://www.accessdata.fda.gov/drugsatfda_docs/label/2022/210854s005s009lbl.pdf
210861,CAPSULE;ORAL,VITRAKVI,LAROTRECTINIB SULFATE,NDA,BAYER HLTHCARE,http://www.accessdata.fda.gov/drugsatfda_docs/label/2022/210861s008lbl.pdf
210867,TABLET;ORAL,MOXIDECTIN,MOXIDECTIN,NDA,MDGH,http://www.accessdata.fda.gov/drugsatfda_docs/label/2021/210867s003lbl.pdf
210868,TABLET;ORAL,LORBRENA,LORLATINIB,NDA,PFIZER,http://www.accessdata.fda.gov/drugsatfda_docs/label/2021/210868s004lbl.pdf
210872,SOLUTION;TOPICAL,ZURAGARD,ISOPROPYL ALCOHOL,NDA,ZUREX PHARMA,http://www.accessdata.fda.gov/drugsatfda_docs/label/2021/210872Orig1s001Lbl.pdf
210875,FILM;SUBLINGUAL,KYNMOBI,APOMORPHINE HYDROCHLORIDE,NDA,SUNOVION PHARMS INC,http://www.accessdata.fda.gov/drugsatfda_docs/label/2022/210875s006lbl.pdf
210884,SPRAY;NASAL,TOSYMRA,SUMATRIPTAN,NDA,UPSHER SMITH LABS,http://www.accessdata.fda.gov/drugsatfda_docs/label/2019/210884s000lbledt.pdf
210906,SOLUTION;INTRAVENOUS,CALCIUM GLUCONATE IN SODIUM CHLORIDE,CALCIUM GLUCONATE,NDA,HQ SPCLT PHARMA,http://www.accessdata.fda.gov/drugsatfda_docs/label/2020/210906s004lbl.pdf
210910,"TABLET, DELAYED RELEASE;ORAL",AEMCOLO,RIFAMYCIN SODIUM,NDA,REDHILL,http://www.accessdata.fda.gov/drugsatfda_docs/label/2018/210910s000lbl.pdf
210913,SOLUTION;OPHTHALMIC,CEQUA,CYCLOSPORINE,NDA,SUN PHARM,http://www.accessdata.fda.gov/drugsatfda_docs/label/2019/210913s002lbl.pdf
210922,SOLUTION;INTRAVENOUS,ONPATTRO,PATISIRAN SODIUM,NDA,ALNYLAM PHARMS INC,http://www.accessdata.fda.gov/drugsatfda_docs/label/2023/210922s012lbl.pdf
210923,TABLET;ORAL,MULPLETA,LUSUTROMBOPAG,NDA,SHIONOGI INC,http://www.accessdata.fda.gov/drugsatfda_docs/label/2018/210923s000lbl.pdf
210933,SUSPENSION/DROPS;OPHTHALMIC,EYSUVIS,LOTEPREDNOL ETABONATE,NDA,ALCON LABS INC,http://www.accessdata.fda.gov/drugsatfda_docs/label/2020/210933s000lbl.pdf
210942,SOLUTION;ORAL,GLOPERBA,COLCHICINE,NDA,SCILEX PHARMS,http://www.accessdata.fda.gov/drugsatfda_docs/label/2021/210942Orig1s001lbl.pdf
210951,TABLET;ORAL,ERLEADA,APALUTAMIDE,NDA,JANSSEN BIOTECH,http://www.accessdata.fda.gov/drugsatfda_docs/label/2022/210951s009s010lbl.pdf
210959,TABLET;ORAL,HYDROXYCHLOROQUINE SULFATE,HYDROXYCHLOROQUINE SULFATE,ANDA,LAURUS,"http://www.accessdata.fda.gov/drugsatfda_docs/label/2020/210959Orig1s001,s005lbl.pdf"
210997,"SOLUTION;INTRAMUSCULAR, INTRAVENOUS",GLYRX-PF,GLYCOPYRROLATE,NDA,EXELA PHARMA,http://www.accessdata.fda.gov/drugsatfda_docs/label/2018/210997s000lbl.pdf
211039,SOLUTION/DROPS;OPHTHALMIC,FLUORESCEIN SODIUM AND BENOXINATE HYDROCHLORIDE,BENOXINATE HYDROCHLORIDE; FLUORESCEIN SODIUM,NDA,BAUSCH LOMB IRELAND,http://www.accessdata.fda.gov/drugsatfda_docs/label/2020/211039Orig1s000lbl.pdf
211109,POWDER;INTRAVENOUS,XERAVA,ERAVACYCLINE DIHYDROCHLORIDE,NDA,TETRAPHASE PHARMS,http://www.accessdata.fda.gov/drugsatfda_docs/label/2018/211109lbl.pdf
211150,TABLET;ORAL,WAKIX,PITOLISANT HYDROCHLORIDE,NDA,HARMONY,http://www.accessdata.fda.gov/drugsatfda_docs/label/2022/211150s003lbl.pdf
211155,CAPSULE;ORAL,COPIKTRA,DUVELISIB,NDA,SECURA,http://www.accessdata.fda.gov/drugsatfda_docs/label/2021/211155s005lbl.pdf
211158,POWDER;INTRAVENOUS,TIGECYCLINE,TIGECYCLINE,NDA,AMNEAL,http://www.accessdata.fda.gov/drugsatfda_docs/label/2021/211158s006lbl.pdf
211172,SOLUTION;SUBCUTANEOUS,TEGSEDI,INOTERSEN SODIUM,NDA,AKCEA THERAPS,http://www.accessdata.fda.gov/drugsatfda_docs/label/2022/211172s010lbl.pdf
211192,TABLET;ORAL,TIBSOVO,IVOSIDENIB,NDA,SERVIER,http://www.accessdata.fda.gov/drugsatfda_docs/label/2022/211192s009lbl.pdf
211215,SOLUTION;INTRAVENOUS,ANGIOMAX RTU,BIVALIRUDIN,NDA,MAIA PHARMS INC,http://www.accessdata.fda.gov/drugsatfda_docs/label/2019/211215s000lbl.pdf
211225,TABLET;ORAL,ZYKADIA,CERITINIB,NDA,NOVARTIS,http://www.accessdata.fda.gov/drugsatfda_docs/label/2021/211225s004lbl.pdf
211226,POWDER;INTRAVENOUS,KHAPZORY,LEVOLEUCOVORIN,NDA,ACROTECH BIOPHARMA,http://www.accessdata.fda.gov/drugsatfda_docs/label/2020/211226s002lbl.pdf
211230,TABLET;ORAL,SUNOSI,SOLRIAMFETOL HYDROCHLORIDE,NDA,AXSOME MALTA,http://www.accessdata.fda.gov/drugsatfda_docs/label/2022/211230Orig1s007lbl.pdf
211243,SPRAY;NASAL,SPRAVATO,ESKETAMINE HYDROCHLORIDE,NDA,JANSSEN PHARMS,http://www.accessdata.fda.gov/drugsatfda_docs/label/2020/211243s004lbl.pdf
211280,TABLET;ORAL,REYVOW,LASMIDITAN SUCCINATE,NDA,ELI LILLY AND CO,http://www.accessdata.fda.gov/drugsatfda_docs/label/2022/211280s008lbl.pdf
211281,SOLUTION;ORAL,PIZENSY,LACTITOL,NDA,BRAINTREE LABS,http://www.accessdata.fda.gov/drugsatfda_docs/label/2021/211281s001lbl.pdf
211288,TABLET;ORAL,VIZIMPRO,DACOMITINIB,NDA,PFIZER,http://www.accessdata.fda.gov/drugsatfda_docs/label/2020/211288s003lbl.pdf
211302,SOLUTION/DROPS;OPHTHALMIC,CYSTADROPS,CYSTEAMINE HYDROCHLORIDE,NDA,RECORDATI RARE,http://www.accessdata.fda.gov/drugsatfda_docs/label/2020/211302s000lbl.pdf
211321,SPRAY;NASAL,NAYZILAM,MIDAZOLAM,NDA,UCB INC,http://www.accessdata.fda.gov/drugsatfda_docs/label/2023/211321s008lbl.pdf
211340,SUSPENSION;ORAL,KATERZIA,AMLODIPINE BENZOATE,NDA,AZURITY,http://www.accessdata.fda.gov/drugsatfda_docs/label/2019/211340s000lbl.pdf
211349,TABLET;ORAL,XOSPATA,GILTERITINIB FUMARATE,NDA,ASTELLAS,http://www.accessdata.fda.gov/drugsatfda_docs/label/2022/211349s003lbl.pdf
211358,GRANULE;ORAL,ORKAMBI,IVACAFTOR; LUMACAFTOR,NDA,VERTEX PHARMS INC,http://www.accessdata.fda.gov/drugsatfda_docs/label/2022/211358s004lbl.pdf
211363,SOLUTION;INTRAVENOUS,EPINEPHRINE,EPINEPHRINE,NDA,INTL MEDICATION SYS,http://www.accessdata.fda.gov/drugsatfda_docs/label/2022/211363s000lbl.pdf
211367,TABLET;ORAL,SLYND,DROSPIRENONE,NDA,EXELTIS USA INC,http://www.accessdata.fda.gov/drugsatfda_docs/label/2019/211367s000lbl.pdf
